cnumber,ibu,abv,style,bcity
3,0.27,0.41,0.92735,0.72720
3,0.29,0.41,0.92735,0.13839
3,0.00,0.45,0.92735,0.30803
3,0.00,0.42,0.92735,0.46175
3,0.00,0.44,0.88839,0.36746
3,0.00,0.33,0.92735,0.12067
3,0.19,0.43,0.95766,0.12067
3,0.21,0.43,0.92735,0.12067
3,0.00,0.42,0.92735,0.61021
3,0.40,0.47,0.92735,0.53407
3,0.00,0.41,0.92735,0.32244
3,0.20,0.44,0.70848,0.20252
3,0.06,0.35,0.70848,0.01198
3,0.00,0.55,0.91996,0.67730
3,0.00,0.40,0.92735,0.67730
3,0.13,0.43,0.87150,0.00775
3,0.00,0.47,0.59469,0.49538
3,0.32,0.47,0.92735,0.49538
3,0.28,0.34,0.92735,0.18473
3,0.00,0.35,0.70848,0.13182
3,0.40,0.42,0.88839,0.41803
3,0.00,0.41,0.88839,0.37830
3,0.31,0.55,0.94546,0.37830
3,0.00,0.52,0.86517,0.37830
3,0.26,0.43,0.56246,0.37830
3,0.21,0.38,0.92735,0.37830
3,0.33,0.45,0.92735,0.19522
3,0.12,0.38,0.72489,0.19522
3,0.00,0.47,0.86517,0.08126
3,0.00,0.45,0.87150,0.08126
3,0.32,0.34,0.99980,0.30675
3,0.20,0.45,0.70848,0.30675
3,0.00,0.47,0.91996,0.16937
3,0.24,0.44,0.74375,0.16937
3,0.25,0.47,0.91996,0.16937
3,0.28,0.39,0.60787,0.16937
3,0.29,0.43,0.99980,0.06874
3,0.15,0.41,0.92735,0.06874
3,0.00,0.32,0.88839,0.49917
3,0.32,0.41,0.92735,0.73041
3,0.33,0.43,0.92735,0.74719
3,0.00,0.41,0.87150,0.48833
3,0.00,0.49,0.92735,0.48833
3,0.00,0.42,0.70848,0.48833
3,0.12,0.35,0.70848,0.47691
3,0.06,0.39,0.94546,0.47691
3,0.32,0.45,0.92735,0.47691
3,0.12,0.38,0.87150,0.12772
3,0.00,0.43,0.87150,0.47994
3,0.00,0.41,0.60787,0.47994
3,0.00,0.35,0.92735,0.47994
3,0.27,0.44,0.74375,0.47994
3,0.27,0.44,0.74375,0.47994
3,0.27,0.44,0.74375,0.47994
3,0.26,0.36,0.92735,0.47994
3,0.00,0.46,0.97740,0.05912
3,0.00,0.46,0.97740,0.05912
3,0.44,0.46,0.92735,0.18677
3,0.22,0.51,0.74375,0.18677
3,0.17,0.41,0.77650,0.18677
3,0.44,0.46,0.92735,0.18677
3,0.00,0.00,0.92735,0.67730
3,0.00,0.55,0.91996,0.05813
3,0.12,0.34,0.70848,0.05813
3,0.21,0.43,0.95766,0.05813
3,0.00,0.47,0.88529,0.08564
3,0.00,0.39,0.95766,0.08564
3,0.00,0.47,0.87150,0.45123
3,0.17,0.59,0.96786,0.25839
3,0.68,0.55,0.99980,0.25839
3,0.00,0.37,0.70848,0.25839
3,0.00,0.37,0.70848,0.25839
3,0.00,0.37,0.70848,0.25839
3,0.28,0.38,0.74375,0.25839
3,0.33,0.41,0.92735,0.25839
3,0.00,0.45,0.92735,0.25839
3,0.00,0.45,0.87150,0.25839
3,0.00,0.38,0.70848,0.25839
3,0.22,0.38,0.95766,0.64644
3,0.22,0.38,0.95766,0.64644
3,0.22,0.38,0.95766,0.64644
3,0.26,0.38,0.92735,0.00775
3,0.26,0.45,0.92735,0.00775
3,0.26,0.38,0.92735,0.00775
3,0.00,0.51,0.92735,0.79673
3,0.00,0.45,0.92735,0.20697
3,0.00,0.51,0.75229,0.12280
3,0.00,0.39,0.75229,0.12280
3,0.00,0.43,0.75229,0.12280
3,0.00,0.52,0.86517,0.12280
3,0.00,0.77,0.80245,0.12280
3,0.00,0.48,0.75229,0.12280
3,0.00,0.41,0.75229,0.12280
3,0.00,0.49,0.86517,0.12280
3,0.00,0.73,0.75229,0.12280
3,0.00,0.39,0.91996,0.12280
3,0.00,0.77,0.80245,0.12280
3,0.00,0.76,0.75229,0.12280
3,0.00,0.51,0.75229,0.12280
3,0.00,0.00,0.92735,0.00398
3,0.35,0.53,0.99980,0.20046
3,0.35,0.53,0.99980,0.20046
3,0.00,0.62,0.75229,0.38515
3,0.26,0.45,0.86650,0.38515
3,0.00,0.35,0.92735,0.13826
3,0.00,0.53,0.91996,0.81410
3,0.29,0.43,0.92735,0.81410
3,0.29,0.43,0.92735,0.81410
3,0.00,0.38,0.94546,0.11811
3,0.00,0.34,0.92735,0.11811
3,0.00,0.48,0.87150,0.15902
3,0.00,0.47,0.92735,0.15902
3,0.40,0.44,0.92735,0.34364
3,0.40,0.44,0.92735,0.34364
3,0.40,0.44,0.92735,0.34364
3,0.40,0.44,0.92735,0.34364
3,0.40,0.44,0.92735,0.34364
3,0.40,0.44,0.92735,0.34364
3,0.26,0.42,0.60787,0.50260
3,0.58,0.51,0.91996,0.56729
3,0.21,0.41,0.95766,0.56729
3,0.00,0.41,0.95766,0.56729
3,0.00,0.41,0.95766,0.56729
3,0.00,0.39,0.92735,0.56729
3,0.00,0.45,0.99980,0.09981
3,0.00,0.45,0.87150,0.10545
3,0.26,0.40,0.82450,0.27581
3,0.27,0.40,0.92735,0.27581
3,0.31,0.41,0.92735,0.34364
3,0.12,0.40,0.86650,0.06863
3,0.56,0.59,0.91996,0.06863
3,0.00,0.55,0.86517,0.63367
3,0.22,0.43,0.92735,0.11450
3,0.47,0.64,0.91996,0.56595
3,0.00,0.43,0.87150,0.56595
3,0.00,0.49,0.92735,0.56595
3,0.00,0.43,0.92735,0.56595
3,0.00,0.39,0.92735,0.56595
3,0.19,0.43,0.87150,0.56595
3,0.00,0.44,0.81990,0.23128
3,0.55,0.47,0.91996,0.72720
3,0.13,0.37,0.70848,0.05023
3,0.40,0.48,0.87150,0.05023
3,0.52,0.60,0.91996,0.77882
3,0.34,0.47,0.92735,0.72272
3,0.00,0.47,0.92735,0.72272
3,0.00,0.44,0.92735,0.63317
3,0.00,0.38,0.70848,0.44868
3,0.00,0.62,0.96786,0.61095
3,0.12,0.39,0.70848,0.61095
3,0.09,0.41,0.94546,0.61095
3,0.00,0.47,0.92735,0.61095
3,0.00,0.39,0.92735,0.81675
3,0.00,0.47,0.77650,0.54847
3,0.24,0.59,0.87150,0.54847
3,0.00,0.47,0.92735,0.54847
3,0.00,0.55,1.00000,0.54847
3,0.17,0.41,0.70848,0.54847
3,0.34,0.44,0.70848,0.38670
3,0.29,0.39,0.92735,0.28213
3,0.17,0.38,0.99261,0.86730
3,0.17,0.38,0.99261,0.86730
3,0.00,0.00,0.91996,0.54738
3,0.09,0.58,0.96786,0.54738
3,0.00,0.35,0.92735,0.41763
3,0.00,0.00,0.94546,0.83113
3,0.09,0.34,0.94546,0.81093
3,0.00,0.47,0.92735,0.61733
3,0.00,0.45,0.74375,0.08922
3,0.00,0.41,0.92735,0.23421
3,0.00,0.43,0.92735,0.20046
3,0.00,0.43,0.92735,0.20046
3,0.24,0.39,0.92735,0.11773
3,0.40,0.49,0.92735,0.79512
3,0.00,0.41,0.60787,0.41267
3,0.00,0.37,0.70848,0.41267
3,0.15,0.37,0.70848,0.41267
3,0.20,0.39,0.70848,0.59357
3,0.00,0.43,0.92735,0.40372
3,0.00,0.35,0.70848,0.31531
3,0.00,0.48,0.91996,0.22258
3,0.00,0.45,0.92735,0.22258
3,0.00,0.43,0.92735,0.22258
3,0.37,0.66,0.96786,0.12280
3,0.15,0.41,0.70848,0.54847
3,0.27,0.45,0.92735,0.08922
3,0.24,0.51,0.87150,0.70769
3,0.00,0.35,0.92735,0.28929
3,0.00,0.62,0.77375,0.28929
3,0.33,0.51,0.92735,0.28929
3,0.22,0.44,0.92735,0.28929
3,0.18,0.55,0.96786,0.38209
3,0.31,0.41,0.74375,0.38209
3,0.12,0.38,0.70848,0.36560
3,0.19,0.39,0.56246,0.36560
3,0.12,0.36,0.94546,0.31668
3,0.15,0.43,0.87150,0.31668
3,0.12,0.36,0.94546,0.31668
3,0.27,0.44,0.92735,0.13269
3,0.27,0.45,0.87150,0.13269
3,0.29,0.43,0.92735,0.28213
3,0.26,0.43,0.92735,0.18250
3,0.19,0.47,0.91867,0.81093
3,0.00,0.39,0.92735,0.23421
3,0.00,0.68,0.79067,0.23421
3,0.22,0.39,0.92735,0.45123
3,0.40,0.47,0.92735,0.07784
3,0.00,0.43,0.70848,0.07784
3,0.40,0.47,0.92735,0.07784
3,0.26,0.39,0.92735,0.13269
3,0.00,0.37,0.92735,0.28929
3,0.14,0.41,0.70848,0.57711
3,0.40,0.44,0.92735,0.13508
3,0.12,0.41,0.86650,0.64644
3,0.00,0.00,0.70848,0.58275
3,0.00,0.38,0.70848,0.09943
3,0.00,0.42,0.92735,0.09943
3,0.00,0.50,0.87150,0.09943
3,0.00,0.50,0.87150,0.09943
3,0.50,0.55,0.92735,0.69713
3,0.24,0.35,0.92735,0.28929
3,0.15,0.38,0.70848,0.28929
3,0.21,0.37,0.87150,0.21051
3,0.15,0.38,0.70848,0.40414
3,0.15,0.38,0.70848,0.40414
3,0.15,0.38,0.70848,0.40414
3,0.37,0.47,0.92735,0.67730
3,0.13,0.40,0.94546,0.26460
3,0.00,0.51,0.92735,0.58201
3,0.00,0.43,0.95766,0.58201
3,0.58,0.51,0.91996,0.41803
3,0.33,0.42,0.92735,0.41803
3,0.31,0.43,0.92735,0.67730
3,0.42,0.45,0.92735,0.59357
3,0.15,0.35,0.70848,0.45123
3,0.21,0.41,0.92735,0.45123
3,0.00,0.38,0.70848,0.40830
3,0.27,0.43,0.92735,0.22493
3,0.00,0.35,0.94546,0.02198
3,0.00,0.43,0.92735,0.02198
3,0.00,0.47,0.70848,0.02198
3,0.12,0.41,0.94546,0.69710
3,0.29,0.43,0.92735,0.69710
3,0.12,0.41,0.94546,0.69710
3,0.00,0.00,0.92735,0.50101
3,0.00,0.00,0.87150,0.50101
3,0.00,0.00,0.87150,0.50101
3,0.00,0.00,0.70848,0.50101
3,0.07,0.31,0.91867,0.58639
3,0.12,0.42,0.94546,0.75378
3,0.00,0.35,0.94546,0.37052
3,0.00,0.43,0.59469,0.37052
3,0.00,0.39,0.94546,0.41289
3,0.29,0.45,0.92735,0.60378
3,0.35,0.45,0.92735,0.64671
3,0.09,0.45,0.94546,0.64671
3,0.22,0.48,0.87150,0.64671
3,0.31,0.46,0.99980,0.17209
3,0.00,0.48,0.94546,0.32837
3,0.00,0.41,0.92735,0.32837
3,0.00,0.38,0.70848,0.32837
3,0.00,0.42,0.92735,0.64470
3,0.00,0.39,0.92735,0.72720
3,0.00,0.39,0.92735,0.11268
3,0.00,0.43,0.87150,0.11268
3,0.14,0.34,0.70848,0.20565
3,0.29,0.39,0.92735,0.20565
3,0.24,0.55,0.87150,0.20565
3,0.10,0.43,0.94546,0.38496
3,0.36,0.74,0.87150,0.74505
3,0.32,0.52,0.92735,0.74505
3,0.00,0.39,0.92735,0.35813
3,0.00,0.49,0.92735,0.35813
3,0.00,0.33,0.68994,0.03381
3,0.09,0.39,0.70848,0.03381
3,0.00,0.43,0.81990,0.03381
3,0.00,0.43,0.81990,0.03381
3,0.15,0.40,0.87150,0.69191
3,0.39,0.29,0.92735,0.79229
3,0.17,0.33,0.70848,0.09943
3,0.31,0.42,0.92735,0.09943
3,0.18,0.47,0.66832,0.06167
3,0.14,0.38,0.95766,0.26460
3,0.32,0.38,0.92735,0.06167
3,0.00,0.31,0.87150,0.43430
3,0.00,0.31,0.88839,0.43430
3,0.00,0.44,0.92735,0.63961
3,0.00,0.33,0.92735,0.47994
3,0.37,0.41,0.92735,0.06167
3,0.00,0.42,0.87150,0.06167
3,0.00,0.45,0.92735,0.06167
3,0.21,0.44,0.70848,0.11351
3,0.36,0.47,0.74375,0.11351
3,0.00,0.39,0.92735,0.10595
3,0.00,0.39,0.94546,0.10595
3,0.16,0.41,0.70848,0.40414
3,0.00,0.43,0.94546,0.10690
3,0.08,0.41,0.70848,0.47701
3,0.00,0.58,0.91996,0.72720
3,0.00,0.58,0.91996,0.72720
3,0.08,0.38,0.94546,0.28489
3,0.12,0.38,0.59469,0.28489
3,0.22,0.45,0.92735,0.28489
3,0.00,0.39,0.56246,0.45857
3,0.00,0.39,0.56246,0.45857
3,0.00,0.39,0.92735,0.55901
3,0.00,0.38,0.70848,0.55901
3,0.23,0.40,0.92735,0.74719
3,0.00,0.47,0.99980,0.06075
3,0.14,0.38,0.59469,0.41803
3,0.35,0.44,0.74375,0.41803
3,0.31,0.49,0.92735,0.43736
3,0.00,0.35,0.60787,0.34808
3,0.19,0.64,1.00000,0.67730
3,0.20,0.38,0.76322,0.67730
3,0.26,0.38,0.92735,0.67730
3,0.22,0.68,0.96786,0.23631
3,0.00,0.37,0.94546,0.23631
3,0.00,0.40,0.92735,0.23631
3,0.00,0.40,0.92735,0.23631
3,0.00,0.37,0.94546,0.23631
3,0.19,0.51,0.87150,0.00868
3,0.33,0.39,0.92735,0.00868
3,0.17,0.39,0.86517,0.00868
3,0.47,0.51,0.87150,0.28116
3,0.00,0.51,0.70848,0.28116
3,0.00,0.43,0.92735,0.28116
3,0.00,0.41,0.92735,0.12499
3,0.00,0.62,0.96786,0.12499
3,0.47,0.51,0.92735,0.12499
3,0.47,0.51,0.92735,0.12499
3,0.47,0.51,0.92735,0.12499
3,0.00,0.55,0.87150,0.12499
3,0.47,0.51,0.92735,0.12499
3,0.47,0.51,0.92735,0.12499
3,0.47,0.51,0.92735,0.12499
3,0.47,0.51,0.92735,0.12499
3,0.47,0.51,0.92735,0.12499
3,0.47,0.51,0.92735,0.13826
3,0.47,0.51,0.92735,0.13826
3,0.47,0.51,0.92735,0.13826
3,0.47,0.51,0.92735,0.13826
3,0.47,0.51,0.92735,0.13826
3,0.00,0.41,0.87150,0.13826
3,0.47,0.51,0.92735,0.01802
3,0.47,0.51,0.92735,0.01802
3,0.40,0.43,0.92735,0.22563
3,0.29,0.31,0.92735,0.65002
3,0.00,0.41,0.91867,0.35990
3,0.35,0.41,0.92735,0.19382
3,0.21,0.34,0.76322,0.19382
3,0.26,0.33,0.92735,0.63317
3,0.26,0.38,0.92735,0.63317
3,0.19,0.43,0.87150,0.63317
3,0.08,0.43,0.87150,0.06062
3,0.12,0.38,0.70848,0.06062
3,0.00,0.45,0.91996,0.06062
3,0.29,0.39,0.92735,0.06062
3,0.00,0.00,0.92735,0.70769
3,0.19,0.46,0.56246,0.40522
3,0.00,0.44,0.92735,0.25754
3,0.00,0.39,0.92735,0.36746
3,0.00,0.55,0.91996,0.46178
3,0.14,0.35,0.70848,0.46178
3,0.14,0.35,0.91867,0.46178
3,0.15,0.43,0.56246,0.46178
3,0.23,0.45,0.92735,0.30254
3,0.33,0.42,0.92735,0.36113
3,0.00,0.77,0.64768,0.45010
3,0.14,0.41,0.94546,0.28929
3,0.14,0.41,0.94546,0.28929
3,0.44,0.45,0.92735,0.82719
3,0.19,0.36,0.55751,0.39367
3,0.16,0.40,0.70848,0.39367
3,0.00,0.46,0.81990,0.39367
3,0.37,0.47,0.70848,0.39367
3,0.16,0.40,0.70848,0.39367
3,0.40,0.56,0.87150,0.45115
3,0.00,0.62,0.97740,0.00775
3,0.00,0.62,0.97740,0.00775
3,0.00,0.62,0.97740,0.00775
3,0.29,0.39,0.92735,0.23421
3,0.19,0.39,0.70848,0.23421
3,0.00,0.39,0.70848,0.18070
3,0.00,0.36,0.95766,0.18070
3,0.00,0.44,0.92735,0.18070
3,0.00,0.00,0.70848,0.18070
3,0.31,0.43,0.92735,0.20565
3,0.33,0.34,0.92735,0.20565
3,0.19,0.38,0.70848,0.20565
3,0.00,0.34,0.92735,0.72720
3,0.44,0.43,0.92735,0.75381
3,0.00,0.38,0.92735,0.60966
3,0.00,0.40,0.92735,0.57907
3,0.00,0.56,0.91996,0.57907
3,0.40,0.57,0.91996,0.54422
3,0.40,0.57,0.91996,0.54422
3,0.29,0.41,0.92735,0.06167
3,0.12,0.39,0.70848,0.05247
3,0.00,0.51,0.75229,0.05247
3,0.12,0.39,0.94546,0.05247
3,0.33,0.43,0.92735,0.05247
3,0.00,0.63,0.86650,0.05247
3,0.33,0.43,0.92735,0.05247
3,0.12,0.39,0.94546,0.05247
3,0.33,0.43,0.92735,0.05247
3,0.47,0.53,0.91996,0.00775
3,0.00,0.42,0.87150,0.66656
3,0.00,0.55,0.99980,0.66656
3,0.09,0.39,0.70848,0.12802
3,0.22,0.39,0.87150,0.60664
3,0.12,0.32,0.94546,0.60664
3,0.39,0.47,0.92735,0.08922
3,0.00,0.53,0.91996,0.24426
3,0.00,0.39,0.81990,0.51299
3,0.00,0.47,0.86517,0.19679
3,0.27,0.44,0.92735,0.19679
3,0.27,0.44,0.92735,0.19679
3,0.00,0.33,0.87150,0.20337
3,0.38,0.78,1.00000,0.20046
3,0.37,0.37,0.92735,0.20046
3,0.31,0.42,0.60787,0.20046
3,0.42,0.49,0.86517,0.20046
3,0.35,0.46,0.87150,0.20046
3,0.31,0.42,0.60787,0.20046
3,0.42,0.49,0.86517,0.20046
3,0.00,0.41,0.70848,0.01045
3,0.00,0.48,0.92735,0.01045
3,0.42,0.45,0.74375,0.01045
3,0.09,0.44,0.94546,0.54060
3,0.29,0.40,0.92735,0.54060
3,0.26,0.45,0.56246,0.35836
3,0.33,0.41,0.74375,0.33011
3,0.44,0.45,0.92735,0.33011
3,0.15,0.39,0.70848,0.33011
3,0.15,0.39,0.70848,0.33011
3,0.44,0.45,0.92735,0.33011
3,0.33,0.51,0.92735,0.39604
3,0.29,0.56,0.79067,0.39604
3,0.15,0.39,0.70848,0.39604
3,0.33,0.51,0.92735,0.39604
3,0.15,0.39,0.70848,0.39604
3,0.00,0.00,0.99980,0.76002
3,0.17,0.39,0.95766,0.82754
3,0.17,0.39,0.95766,0.82754
3,0.15,0.33,0.60787,0.24142
3,0.47,0.51,0.92735,0.01045
3,0.24,0.42,0.92735,0.02198
3,0.07,0.41,0.91996,0.02198
3,0.00,0.27,0.70848,0.02198
3,0.24,0.42,0.87150,0.02198
3,0.24,0.42,0.92735,0.02198
3,0.00,0.39,0.91996,0.03523
3,0.00,0.39,0.91996,0.03523
3,0.29,0.41,0.74375,0.16049
3,0.40,0.37,0.92735,0.16049
3,0.17,0.65,0.96786,0.59357
3,0.22,0.70,0.96786,0.59357
3,0.17,0.41,0.96786,0.59357
3,0.00,0.00,0.75229,0.59357
3,0.22,0.70,0.96786,0.59357
3,0.40,0.51,0.74375,0.59357
3,0.37,0.44,0.92735,0.59357
3,0.44,0.77,0.89034,0.59357
3,0.00,0.55,0.87150,0.59357
3,0.18,0.70,0.80245,0.59357
3,0.18,0.41,0.88529,0.59357
3,0.18,0.41,0.88529,0.59357
3,0.22,0.70,0.96786,0.59357
3,0.44,0.77,0.89034,0.59357
3,0.37,0.44,0.92735,0.59357
3,0.26,0.44,0.92735,0.04214
3,0.00,0.45,0.94546,0.70596
3,0.00,0.42,0.92735,0.70596
3,0.21,0.38,0.94546,0.06167
3,0.14,0.39,0.70848,0.06167
3,0.14,0.39,0.70848,0.06167
3,0.21,0.38,0.94546,0.06167
3,0.09,0.34,0.87150,0.26564
3,0.00,0.41,0.92735,0.26564
3,0.12,0.39,0.60787,0.26564
3,0.17,0.34,0.87150,0.26564
3,0.00,0.45,0.87150,0.29368
3,0.00,0.43,0.92735,0.29368
3,0.00,0.38,0.74375,0.21732
3,0.00,0.52,0.99980,0.21732
3,0.17,0.49,0.87150,0.13508
3,0.50,0.55,0.99980,0.13508
3,0.00,0.47,0.64934,0.22563
3,0.12,0.41,0.92735,0.75472
3,0.34,0.45,0.91996,0.75472
3,0.37,0.49,0.92735,0.75472
3,0.26,0.41,0.92735,0.47828
3,0.25,0.54,0.59469,0.47828
3,0.00,0.41,0.92735,0.12280
3,0.00,0.37,0.92735,0.59481
3,0.00,0.34,0.68994,0.03969
3,0.00,0.41,0.92735,0.13652
3,0.00,0.38,0.87150,0.13652
3,0.14,0.31,0.70848,0.36372
3,0.27,0.42,0.92735,0.05352
3,0.20,0.41,0.88839,0.05352
3,0.00,0.00,0.91867,0.77944
3,0.00,0.43,0.65336,0.17398
3,0.00,0.43,0.70848,0.56509
3,0.14,0.35,0.70848,0.56509
3,0.27,0.43,0.92735,0.56509
3,0.24,0.43,0.95766,0.28145
3,0.27,0.45,0.92735,0.28929
3,0.15,0.42,0.87150,0.28929
3,0.32,0.45,0.91867,0.44711
3,0.32,0.45,0.91867,0.44711
3,0.13,0.40,0.88529,0.44711
3,0.27,0.40,0.92735,0.44711
3,0.00,0.51,0.92735,0.44711
3,0.00,0.39,0.94546,0.55367
3,0.00,0.43,0.60787,0.34779
3,0.00,0.01,0.79607,0.66656
3,0.00,0.53,0.87150,0.66656
3,0.00,0.61,1.00000,0.66656
3,0.00,0.43,0.92735,0.03523
3,0.00,1.00,0.80245,0.00775
3,0.00,0.81,0.86517,0.00775
3,0.00,0.59,0.87150,0.00775
3,0.12,0.38,0.95766,0.00775
3,0.17,0.38,0.95766,0.00775
3,0.00,0.45,0.92735,0.00775
3,0.17,0.41,0.87150,0.01200
3,0.23,0.59,0.87150,0.12547
3,0.13,0.40,0.81990,0.59405
3,0.00,0.43,0.92735,0.22806
3,0.22,0.38,0.94546,0.72720
3,0.22,0.38,0.94546,0.72720
3,0.00,0.39,0.87150,0.36089
3,0.20,0.41,0.70848,0.36089
3,0.30,0.44,0.92735,0.36089
3,0.15,0.45,0.96786,0.72311
3,0.33,0.40,0.92735,0.72311
3,0.00,0.56,0.92735,0.40588
3,0.00,0.39,0.70848,0.40588
3,0.00,0.35,0.87150,0.75472
3,0.37,0.47,0.92735,0.28213
3,0.33,0.52,0.75229,0.23421
3,0.29,0.43,0.92735,0.23421
2,0.67,0.77,0.64768,0.36746
2,0.33,0.62,0.52939,0.36746
2,0.51,0.55,0.44583,0.36746
2,0.51,0.55,0.44583,0.36746
2,0.51,0.55,0.44583,0.36746
2,0.68,0.76,0.46637,0.36746
2,0.33,0.62,0.52939,0.36746
2,0.26,0.65,0.51971,0.36746
2,0.47,0.55,0.44583,0.36746
2,0.60,0.55,0.44583,0.81268
2,0.47,0.54,0.44583,0.08922
2,0.55,0.46,0.44583,0.79128
2,0.60,0.66,0.46637,0.79128
2,0.50,0.64,0.44583,0.32437
2,0.50,0.62,0.46637,0.32437
2,0.58,0.98,0.89034,0.32437
2,0.50,0.59,0.46637,0.32437
2,0.47,0.47,0.44583,0.32437
2,0.75,0.64,0.46637,0.72720
2,0.32,0.48,0.44583,0.46175
2,0.58,0.55,0.44583,0.12067
2,0.58,0.55,0.44583,0.12067
2,0.55,0.55,0.44583,0.75063
2,0.37,0.72,0.59215,0.03175
2,0.50,0.47,0.44583,0.38209
2,0.49,0.55,0.44583,0.20252
2,1.00,0.64,0.46637,0.22258
2,0.83,0.59,0.46637,0.01198
2,0.45,0.39,0.44583,0.01198
2,0.50,0.49,0.44583,0.00775
2,0.51,0.53,0.44583,0.18473
2,0.55,0.55,0.44583,0.06167
2,0.51,0.55,0.44583,0.06167
2,0.34,0.55,0.44583,0.34076
2,0.44,0.47,0.44583,0.13182
2,0.45,0.53,0.49598,0.72720
2,0.51,0.52,0.44583,0.41803
2,0.35,0.42,0.60787,0.41803
2,0.50,0.54,0.44583,0.37830
2,0.78,0.69,0.46637,0.97507
2,0.62,0.53,0.44583,0.19522
2,0.63,0.56,0.44583,0.16937
2,0.50,0.48,0.44583,0.16937
2,0.76,0.74,0.46637,0.49917
2,0.62,0.52,0.56246,0.49917
2,0.44,0.59,0.44583,0.31780
2,0.40,0.47,0.44583,0.60355
2,0.59,0.54,0.44583,0.50917
2,0.28,0.45,0.56246,0.50917
2,0.62,0.77,0.86517,0.73041
2,0.55,0.77,0.46637,0.73041
2,0.55,0.56,0.86517,0.59357
2,0.26,0.59,0.44583,0.47691
2,0.60,0.55,0.39309,0.23421
2,0.32,0.52,0.56246,0.23421
2,0.58,0.62,0.46637,0.15988
2,0.53,0.52,0.44583,0.25839
2,0.53,0.52,0.44583,0.25839
2,0.50,0.48,0.44583,0.23421
2,0.44,0.56,0.44583,0.56595
2,0.62,0.57,0.91996,0.38515
2,0.31,0.48,0.56246,0.38515
2,0.86,0.70,0.46637,0.69710
2,0.83,0.77,0.46637,0.81410
2,0.63,0.56,0.44583,0.81410
2,0.73,0.53,0.44583,0.97654
2,0.73,0.53,0.44583,0.34364
2,0.68,0.48,0.44583,0.34364
2,0.68,0.48,0.44583,0.34364
2,0.68,0.48,0.44583,0.34364
2,0.32,0.77,0.14150,0.50260
2,0.94,0.70,0.46637,0.50260
2,0.47,0.43,0.44583,0.50260
2,0.40,0.44,0.44583,0.56729
2,0.51,0.48,0.44583,0.56729
2,0.73,0.77,0.91996,0.74643
2,0.58,0.61,0.46637,0.74643
2,0.65,0.66,0.46637,0.27581
2,0.51,0.53,0.44583,0.27581
2,0.62,0.56,0.44583,0.06863
2,0.72,0.74,0.46637,0.06863
2,0.47,0.55,0.44583,0.63367
2,0.50,0.62,0.39309,0.61829
2,0.42,0.45,0.44583,0.45907
2,0.91,0.70,0.46637,0.20565
2,0.47,0.48,0.44583,0.56595
2,0.44,0.55,0.44583,0.56595
2,0.44,0.55,0.44583,0.56595
2,0.44,0.55,0.44583,0.56595
2,0.44,0.55,0.44583,0.56595
2,0.44,0.55,0.44583,0.56595
2,0.51,0.59,0.44583,0.56595
2,0.51,0.59,0.44583,0.56595
2,0.47,0.62,0.21017,0.56595
2,0.55,0.56,0.56246,0.56595
2,0.51,0.59,0.44583,0.56595
2,0.55,0.53,0.44583,0.78146
2,0.83,0.72,0.46637,0.61095
2,0.58,0.51,0.44583,0.61095
2,0.73,0.66,0.46637,0.54847
2,0.51,0.55,0.44583,0.54847
2,0.32,0.35,0.44583,0.48339
2,0.40,0.46,0.07392,0.38670
2,0.52,0.51,0.44583,0.38670
2,0.62,0.75,0.46637,0.86730
2,0.62,0.55,0.44583,0.54738
2,0.53,0.51,0.44583,0.62705
2,0.73,0.52,0.44583,0.81093
2,0.47,0.48,0.44583,0.42063
2,0.54,0.61,0.44583,0.61733
2,0.54,0.61,0.44583,0.61733
2,0.58,0.48,0.44583,0.82454
2,0.51,0.52,0.44583,0.11773
2,0.58,0.55,0.44583,0.79512
2,0.51,0.55,0.44583,0.00775
2,0.39,0.59,0.56246,0.65120
2,0.39,0.59,0.56246,0.65120
2,0.58,0.64,0.46637,0.46441
2,0.35,0.35,0.44583,0.41267
2,0.55,0.59,0.44583,0.41267
2,0.76,0.47,0.44583,0.59357
2,0.44,0.55,0.44583,0.30378
2,0.51,0.55,0.44583,0.15648
2,0.71,0.58,0.44583,0.22258
2,0.31,0.49,0.44583,0.36746
2,0.47,0.56,0.44583,0.12280
2,0.53,0.59,0.44583,0.54847
2,0.65,0.50,0.44583,0.40994
2,0.51,0.55,0.05216,0.08922
2,0.50,0.54,0.44583,0.73076
2,0.51,0.46,0.44583,0.70769
2,0.58,0.51,0.44583,0.28929
2,0.37,0.56,0.44583,0.36560
2,0.55,0.56,0.49598,0.31668
2,0.54,0.58,0.44583,0.31668
2,0.51,0.62,0.44583,0.31668
2,0.67,0.73,0.44583,0.31668
2,0.44,0.46,0.44583,0.31668
2,0.47,0.53,0.44583,0.31668
2,0.44,0.46,0.44583,0.31668
2,0.51,0.62,0.44583,0.31668
2,0.51,0.62,0.44583,0.31668
2,0.44,0.46,0.44583,0.31668
2,0.51,0.55,0.44583,0.28213
2,0.75,0.73,0.46637,0.13269
2,0.47,0.47,0.44583,0.13269
2,0.55,0.74,0.46564,0.23421
2,0.72,0.70,0.86517,0.94345
2,0.50,0.66,0.46637,0.07784
2,0.32,0.49,0.34732,0.54375
2,0.49,0.54,0.44583,0.28929
2,0.51,0.59,0.44583,0.13508
2,0.47,0.59,0.75229,0.77497
2,0.56,0.69,0.46637,0.77497
2,0.63,0.62,0.44583,0.06167
