cnumber,ibu,abv,style,bcity
Шум,0.00,0.39,0.31309,0.47701
Шум,0.00,0.31,0.49598,0.47701
Шум,0.00,0.31,0.49598,0.47701
Шум,0.08,0.41,0.70848,0.47701
Шум,0.11,0.41,0.10891,0.47701
Шум,0.08,0.29,0.47746,0.85294
Шум,0.22,0.41,0.43721,0.85294
Шум,0.22,0.41,0.34718,0.85294
Шум,0.26,0.67,0.60787,0.85294
Шум,0.18,0.33,0.10891,0.85294
Шум,0.17,0.39,0.17396,0.85294
Шум,0.18,0.33,0.10891,0.85294
Шум,0.17,0.55,0.21017,0.85294
Шум,0.24,0.51,0.18808,0.85294
Шум,0.12,0.43,0.34410,0.85294
Шум,0.00,0.41,0.70848,0.72720
Шум,0.00,0.58,0.91996,0.72720
Шум,0.63,0.66,0.46637,0.72720
Шум,0.63,0.66,0.46637,0.72720
Шум,0.00,0.58,0.91996,0.72720
Шум,0.00,0.41,0.70848,0.72720
Шум,0.09,0.48,0.14150,0.28489
Шум,0.47,0.51,0.44583,0.28489
Шум,0.08,0.38,0.94546,0.28489
Шум,0.12,0.38,0.59469,0.28489
Шум,0.22,0.45,0.92735,0.28489
Шум,0.00,0.38,0.60787,0.54032
Шум,0.29,0.35,0.44583,0.19382
Шум,0.22,0.39,0.49598,0.19382
Шум,0.16,0.44,0.02292,0.19382
Шум,0.00,0.38,0.07331,0.19382
Шум,0.00,0.43,0.31309,0.19382
Шум,0.00,0.41,0.10891,0.19382
Шум,0.00,0.38,0.10891,0.19382
Шум,0.14,0.41,0.56246,0.19382
Шум,0.22,0.39,0.49598,0.19382
Шум,0.14,0.41,0.56246,0.19382
Шум,0.22,0.39,0.49598,0.19382
Шум,0.14,0.41,0.56246,0.19382
Шум,0.00,0.38,0.10891,0.19382
Шум,0.14,0.41,0.56246,0.19382
Шум,0.05,0.27,0.41332,0.45857
Шум,0.00,0.39,0.56246,0.45857
Шум,0.00,0.70,0.45666,0.45857
Шум,0.62,0.69,0.46637,0.45857
Шум,0.00,0.70,0.45666,0.45857
Шум,0.62,0.69,0.46637,0.45857
Шум,0.00,0.39,0.56246,0.45857
Шум,0.00,0.53,0.14557,0.55901
Шум,0.00,0.69,0.46637,0.55901
Шум,0.00,0.30,0.28837,0.55901
Шум,0.00,0.38,0.70848,0.55901
Шум,0.15,0.44,0.39015,0.80313
Шум,0.22,0.44,0.70848,0.80313
Шум,0.37,0.41,0.56246,0.80313
Шум,0.00,0.42,0.59469,0.06524
Шум,0.00,0.36,0.55751,0.06524
Шум,0.26,0.33,0.17396,0.80729
Шум,0.00,0.56,0.44583,0.84874
Шум,0.00,0.43,0.92735,0.84874
Шум,0.00,0.43,0.56246,0.80632
Шум,0.23,0.40,0.92735,0.74719
Шум,0.58,0.56,0.44583,0.74719
Шум,0.00,0.47,0.99980,0.06075
Шум,0.00,0.48,0.14557,0.06075
Шум,0.00,0.43,0.03435,0.06075
Шум,0.00,0.35,0.60787,0.06075
Шум,0.37,0.35,0.44583,0.41803
Шум,0.19,0.38,0.34718,0.41803
Шум,0.14,0.38,0.59469,0.41803
Шум,0.28,0.47,0.14150,0.41803
Шум,0.19,0.47,0.21017,0.41803
Шум,0.35,0.44,0.74375,0.41803
Шум,0.00,0.54,0.44583,0.49393
Шум,0.31,0.49,0.92735,0.43736
Шум,0.00,0.35,0.60787,0.34808
Шум,0.00,0.35,0.10891,0.34808
Шум,0.00,0.34,0.44583,0.40830
Шум,0.00,0.31,0.07331,0.40830
Шум,0.00,0.43,0.14150,0.83201
Шум,0.48,0.48,0.44583,0.83201
Шум,0.06,0.40,0.16544,0.83201
Шум,0.18,0.42,0.56246,0.05912
Шум,0.20,0.45,0.14557,0.05912
Шум,0.19,0.64,1.00000,0.67730
Шум,0.20,0.38,0.76322,0.67730
Шум,0.26,0.38,0.63257,0.67730
Шум,0.26,0.38,0.92735,0.67730
Шум,0.00,0.40,0.39015,0.72720
Шум,0.00,0.39,0.34732,0.72720
Шум,0.00,0.35,0.27293,0.72720
Шум,0.53,0.72,0.40722,0.23631
Шум,0.22,0.68,0.96786,0.23631
Шум,0.27,0.42,0.21017,0.23631
Шум,0.14,0.74,0.02077,0.00868
Шум,0.19,0.51,0.87150,0.00868
Шум,0.22,0.47,0.21484,0.00868
Шум,0.33,0.39,0.92735,0.00868
Шум,0.19,0.45,0.14557,0.00868
Шум,0.17,0.39,0.86517,0.00868
Шум,0.00,0.47,0.49598,0.28116
Шум,0.47,0.51,0.87150,0.28116
Шум,0.00,0.53,0.14557,0.28116
Шум,0.00,0.43,0.21017,0.28116
Шум,0.15,0.36,0.14150,0.28116
Шум,0.00,0.35,0.10891,0.28116
Шум,0.00,0.51,0.70848,0.28116
Шум,0.00,0.59,0.44583,0.28116
Шум,0.00,0.43,0.92735,0.28116
Шум,0.00,0.38,0.10891,0.28116
Шум,0.00,0.41,0.49598,0.00000
Шум,0.00,0.43,0.31309,0.00000
Шум,0.00,0.52,0.49598,0.00000
Шум,0.00,0.33,0.02292,0.00000
Шум,0.00,0.32,0.47746,0.00000
Шум,0.00,0.51,0.21484,0.70596
Шум,0.00,0.41,0.21484,0.70596
Шум,0.26,0.38,0.44583,0.12499
Шум,0.00,0.62,0.96786,0.12499
Шум,0.00,0.00,0.50002,0.12499
Шум,0.00,0.00,0.50002,0.12499
Шум,0.00,0.00,0.44583,0.12499
Шум,0.00,0.39,0.59469,0.12499
Шум,0.00,0.00,0.44583,0.12499
Шум,0.26,0.41,0.07331,0.12499
Шум,0.00,0.66,0.44583,0.12499
Шум,0.00,0.66,0.44583,0.12499
Шум,0.00,0.55,0.87150,0.12499
Шум,0.62,0.68,0.46637,0.12499
Шум,0.62,0.68,0.46637,0.12499
Шум,0.00,0.70,0.51971,0.12499
Шум,0.00,0.62,0.25581,0.12499
Шум,0.51,0.62,0.39309,0.12499
Шум,0.00,0.62,0.46637,0.12499
Шум,0.44,0.70,0.46637,0.12499
Шум,0.62,0.68,0.46637,0.12499
Шум,0.71,0.77,0.46564,0.12499
Шум,0.26,0.41,0.07331,0.12499
Шум,0.73,0.77,0.46637,0.12499
Шум,0.26,0.62,0.02077,0.12499
Шум,0.62,0.68,0.46637,0.12499
Шум,0.62,0.72,0.46637,0.13826
Шум,0.71,0.74,0.46564,0.13826
Шум,0.71,0.77,0.46564,0.13826
Шум,0.26,0.62,0.02077,0.13826
Шум,0.26,0.62,0.02077,0.13826
Шум,0.26,0.62,0.02077,0.13826
Шум,0.00,0.41,0.87150,0.13826
Шум,0.44,0.68,0.46637,0.13826
Шум,0.62,0.68,0.46637,0.01802
Шум,0.71,0.77,0.46564,0.01802
Шум,0.62,0.62,0.46637,0.01802
Шум,0.26,0.62,0.02077,0.01802
Шум,0.47,0.51,0.92735,0.01802
Шум,0.47,0.51,0.92735,0.01802
Шум,0.33,0.43,0.05216,0.28460
Шум,0.40,0.43,0.92735,0.22563
Шум,0.29,0.31,0.92735,0.65002
Шум,0.00,0.38,0.44583,0.35990
Шум,0.00,0.41,0.91867,0.35990
Шум,0.17,0.41,0.03435,0.19382
Шум,0.35,0.41,0.92735,0.19382
Шум,0.17,0.35,0.27293,0.19382
Шум,0.21,0.34,0.76322,0.19382
Шум,0.18,0.39,0.21017,0.19382
Шум,0.26,0.33,0.92735,0.63317
Шум,0.47,0.48,0.44583,0.63317
Шум,0.00,0.34,0.49598,0.63317
Шум,0.26,0.38,0.92735,0.63317
Шум,0.19,0.43,0.87150,0.63317
Шум,0.00,0.39,0.27293,0.82638
Шум,0.00,0.36,0.43721,0.72720
Шум,0.45,0.39,0.10891,0.72720
Шум,0.09,0.31,0.47746,0.89867
Шум,0.13,0.39,0.43721,0.89867
Шум,0.56,0.51,0.44583,0.02945
Шум,0.45,0.48,0.44583,0.02945
Шум,0.00,0.33,0.10891,0.02945
Шум,0.00,0.35,0.60787,0.02945
Шум,0.08,0.43,0.87150,0.06062
Шум,0.00,0.45,0.91996,0.06062
Шум,0.29,0.39,0.92735,0.06062
Шум,0.26,0.39,0.44583,0.06062
Шум,0.00,0.40,0.49598,0.70769
Шум,0.00,0.38,0.07331,0.70769
Шум,0.00,0.00,0.92735,0.70769
Шум,0.09,0.32,0.49598,0.40522
Шум,0.19,0.46,0.56246,0.40522
Шум,0.15,0.54,0.11182,0.40522
Шум,0.54,0.52,0.44583,0.40522
Шум,0.44,0.48,0.44583,0.91748
Шум,0.00,0.44,0.92735,0.25754
Шум,0.00,0.57,0.56246,0.25754
Шум,0.55,0.55,0.44583,0.25754
Шум,0.00,0.39,0.34718,0.36746
Шум,0.00,0.39,0.92735,0.36746
Шум,0.15,0.47,0.15667,0.46178
Шум,0.00,0.55,0.91996,0.46178
Шум,0.18,0.47,0.16544,0.46178
Шум,0.14,0.35,0.70848,0.46178
Шум,0.19,0.43,0.21017,0.46178
Шум,0.14,0.35,0.91867,0.46178
Шум,0.15,0.43,0.56246,0.46178
Шум,0.51,0.55,0.44583,0.46178
Шум,0.00,0.51,0.56246,0.98899
Шум,0.37,0.54,0.44583,0.30254
Шум,0.23,0.45,0.92735,0.30254
Шум,0.00,0.35,0.44583,0.94138
Шум,0.00,0.38,0.56246,0.94138
Шум,0.00,0.53,0.44583,0.94138
Шум,0.33,0.42,0.92735,0.36113
Шум,0.00,0.77,0.64768,0.45010
Шум,0.00,0.00,0.44583,0.71395
Шум,0.11,0.46,0.10891,0.92245
Шум,0.13,0.54,0.27241,0.92245
Шум,0.12,0.47,0.54010,0.92245
Шум,0.16,0.45,0.07331,0.92245
Шум,0.50,0.45,0.92735,0.92245
Шум,0.16,0.45,0.07331,0.92245
Шум,0.11,0.46,0.10891,0.92245
Шум,0.14,0.41,0.94546,0.28929
Шум,0.14,0.41,0.94546,0.28929
Шум,0.26,0.35,0.45666,0.97962
Шум,0.22,0.43,0.21017,0.97962
Шум,0.00,0.36,0.27241,0.82719
Шум,0.44,0.45,0.92735,0.82719
Шум,0.04,0.34,0.06278,0.39367
Шум,0.19,0.36,0.55751,0.39367
Шум,0.62,0.77,0.91996,0.39367
Шум,0.00,0.46,0.81990,0.39367
Шум,0.38,0.41,0.60787,0.39367
Шум,0.37,0.47,0.70848,0.39367
Шум,0.40,0.56,0.87150,0.45115
Шум,0.40,0.48,0.44583,0.45115
Шум,0.00,0.38,0.07331,0.45115
Шум,0.13,0.40,0.70848,0.95909
Шум,0.33,0.43,0.44583,0.95909
Шум,0.00,0.55,0.75229,0.95909
Шум,0.19,0.37,0.21017,0.95909
Шум,0.14,0.45,0.86517,0.95909
Шум,0.00,0.43,0.52088,0.28213
Шум,0.32,0.51,0.44583,0.62705
Шум,0.32,0.51,0.44583,0.62705
Шум,0.20,0.45,0.56246,0.62705
Шум,0.00,0.62,0.97740,0.00775
Шум,0.00,0.62,0.97740,0.00775
Шум,0.00,0.62,0.97740,0.00775
Шум,0.12,0.39,0.55751,0.47691
Шум,0.29,0.39,0.92735,0.23421
Шум,0.44,0.70,0.46564,0.23421
Шум,0.73,0.55,0.44583,0.23421
Шум,0.73,0.77,0.46637,0.23421
Шум,0.19,0.39,0.70848,0.23421
Шум,0.73,0.55,0.44583,0.23421
Шум,0.00,0.50,0.14557,0.18070
Шум,0.00,0.50,0.14557,0.18070
Шум,0.00,0.00,0.21017,0.18070
Шум,0.00,0.39,0.70848,0.18070
Шум,0.00,0.36,0.95766,0.18070
Шум,0.00,0.48,0.56246,0.18070
Шум,0.00,0.00,0.70848,0.18070
Шум,0.29,0.43,0.92735,0.98899
Шум,0.12,0.45,0.86650,0.98899
Шум,0.23,0.48,0.86650,0.98899
Шум,0.19,0.45,0.34410,0.98899
Шум,0.21,0.53,0.21017,0.98899
Шум,0.51,0.51,0.44583,0.98899
Шум,0.11,0.39,0.55751,0.98899
Шум,0.31,0.45,0.56246,0.20565
Шум,0.31,0.43,0.92735,0.20565
Шум,0.44,0.47,0.56246,0.20565
Шум,0.26,0.45,0.21017,0.20565
Шум,0.16,0.41,0.34410,0.20565
Шум,0.33,0.34,0.92735,0.20565
Шум,0.55,0.56,0.44583,0.20565
Шум,0.19,0.38,0.70848,0.20565
Шум,0.00,0.30,0.17396,0.59481
Шум,0.00,0.27,0.06278,0.72720
Шум,0.00,0.34,0.92735,0.72720
Шум,0.40,0.39,0.44583,0.75381
Шум,0.44,0.43,0.92735,0.75381
Шум,0.73,0.39,0.44583,0.60966
Шум,0.00,0.48,0.34410,0.60966
Шум,0.00,0.62,0.14150,0.60966
Шум,0.00,0.39,0.44583,0.60966
Шум,0.00,0.55,0.28994,0.60966
Шум,0.00,0.48,0.05216,0.60966
Шум,0.00,0.38,0.92735,0.60966
Шум,0.00,0.62,0.56246,0.60966
Шум,0.00,0.63,0.56246,0.60966
Шум,0.00,0.41,0.70848,0.60966
Шум,0.00,0.40,0.02077,0.60966
Шум,0.00,0.48,0.55751,0.60966
Шум,0.00,0.43,0.31309,0.60966
Шум,0.00,0.48,0.44583,0.60966
Шум,0.00,0.38,0.16544,0.60966
Шум,0.00,0.35,0.31309,0.32885
Шум,0.00,0.41,0.07331,0.69877
Шум,0.00,0.00,0.21017,0.69877
Шум,0.00,0.43,0.22714,0.69877
Шум,0.00,0.46,0.56246,0.69877
Шум,0.00,0.39,0.34718,0.69877
Шум,0.00,0.55,0.44583,0.69877
Шум,0.00,0.43,0.22714,0.69877
Шум,0.57,0.59,0.39309,0.37117
Шум,0.58,0.55,0.44583,0.37117
Шум,0.00,0.62,0.14557,0.37117
Шум,0.27,0.55,0.21484,0.57907
Шум,0.00,0.77,0.25581,0.57907
Шум,0.29,0.44,0.59469,0.57907
Шум,0.00,0.56,0.91996,0.57907
Шум,0.21,0.35,0.27293,0.57907
Шум,0.26,0.44,0.56246,0.54422
Шум,0.40,0.57,0.91996,0.54422
Шум,0.31,0.38,0.31309,0.54422
Шум,0.40,0.57,0.91996,0.54422
Шум,0.26,0.44,0.56246,0.54422
Шум,0.12,0.39,0.55751,0.06167
Шум,0.29,0.41,0.92735,0.06167
Шум,0.17,0.38,0.27293,0.06167
Шум,0.15,0.54,0.21017,0.05247
Шум,0.19,0.74,0.52939,0.05247
Шум,0.72,0.71,0.46637,0.05247
Шум,0.00,0.43,0.34410,0.05247
Шум,0.00,0.47,0.10891,0.05247
Шум,0.00,0.51,0.75229,0.05247
Шум,0.15,0.43,0.56246,0.05247
Шум,0.12,0.39,0.94546,0.05247
Шум,0.15,0.54,0.21017,0.05247
Шум,0.33,0.43,0.92735,0.05247
Шум,0.00,0.63,0.86650,0.05247
Шум,0.15,0.39,0.16544,0.05247
Шум,0.33,0.43,0.92735,0.05247
Шум,0.12,0.39,0.94546,0.05247
Шум,0.33,0.43,0.92735,0.05247
Шум,0.15,0.43,0.56246,0.05247
Шум,0.15,0.45,0.21484,0.00775
Шум,0.47,0.53,0.91996,0.00775
Шум,0.64,0.70,0.46637,0.66656
Шум,0.00,0.42,0.87150,0.66656
Шум,0.00,0.55,0.99980,0.66656
Шум,0.22,0.43,0.21484,0.21522
Шум,0.69,0.55,0.91996,0.21522
Шум,0.00,0.35,0.03435,0.21522
Шум,0.00,0.00,0.34410,0.21522
Шум,0.00,0.62,0.46564,0.21522
Шум,0.00,0.43,0.60787,0.21522
Шум,0.09,0.39,0.70848,0.12802
Шум,0.33,0.39,0.10891,0.60664
Шум,0.00,0.39,0.44110,0.60664
Шум,0.22,0.35,0.44583,0.60664
Шум,0.22,0.39,0.87150,0.60664
Шум,0.12,0.32,0.94546,0.60664
Шум,0.13,0.35,0.27241,0.60664
Шум,0.00,0.37,0.16544,0.72720
Шум,0.44,0.58,0.44583,0.66656
Шум,0.76,0.55,0.44583,0.20337
Шум,0.40,0.55,0.21017,0.20337
Шум,0.29,0.60,0.39309,0.08922
Шум,0.15,0.41,0.59469,0.08922
Шум,0.29,0.60,0.56246,0.08922
Шум,0.39,0.47,0.92735,0.08922
Шум,0.50,0.55,0.44583,0.08922
Шум,0.00,0.53,0.91996,0.24426
Шум,0.00,0.39,0.81990,0.51299
Шум,0.47,0.54,0.44583,0.72720
Шум,0.00,0.40,0.10891,0.72720
Шум,0.00,0.37,0.14150,0.72720
Шум,0.00,0.40,0.70848,0.72720
Шум,0.00,0.41,0.60787,0.19679
Шум,0.47,0.56,0.44583,0.19679
Шум,0.00,0.47,0.42990,0.19679
Шум,0.00,0.47,0.86517,0.19679
Шум,0.27,0.44,0.92735,0.19679
Шум,0.19,0.38,0.10891,0.19679
Шум,0.21,0.39,0.07331,0.19679
Шум,0.47,0.56,0.44583,0.19679
Шум,0.27,0.44,0.92735,0.19679
Шум,0.00,0.54,0.52088,0.39545
Шум,0.00,0.33,0.87150,0.20337
Шум,0.00,0.47,0.56246,0.20337
Шум,0.38,0.78,1.00000,0.20046
Шум,0.12,0.33,0.06278,0.20046
Шум,0.00,0.62,0.45666,0.20046
Шум,0.06,0.25,0.16544,0.20046
Шум,0.45,0.51,0.44583,0.20046
Шум,0.37,0.37,0.92735,0.20046
Шум,0.81,0.77,0.46637,0.20046
Шум,0.51,0.55,0.39309,0.20046
Шум,0.54,0.52,0.44583,0.20046
Шум,0.31,0.42,0.60787,0.20046
Шум,0.25,0.41,0.17396,0.20046
Шум,0.42,0.49,0.86517,0.20046
Шум,0.45,0.50,0.44583,0.20046
Шум,0.62,0.77,1.00000,0.20046
Шум,0.35,0.46,0.87150,0.20046
Шум,0.09,0.41,0.10891,0.20046
Шум,0.26,0.38,0.21484,0.20046
Шум,0.75,0.71,0.46637,0.20046
Шум,0.50,0.49,0.14557,0.20046
Шум,0.35,0.47,0.14150,0.20046
Шум,0.31,0.42,0.60787,0.20046
Шум,0.25,0.41,0.17396,0.20046
Шум,0.42,0.49,0.86517,0.20046
Шум,0.45,0.50,0.44583,0.20046
Шум,0.00,0.35,0.44583,0.01045
Шум,0.00,0.58,0.52687,0.01045
Шум,0.12,0.45,0.14557,0.01045
Шум,0.00,0.45,0.14557,0.01045
Шум,0.00,0.62,0.10700,0.01045
Шум,0.00,0.00,0.14557,0.01045
Шум,0.14,0.33,0.49598,0.01045
Шум,0.00,0.41,0.70848,0.01045
Шум,0.00,0.48,0.92735,0.01045
Шум,0.42,0.45,0.74375,0.01045
Шум,0.29,0.45,0.56246,0.30694
Шум,0.67,0.55,0.44583,0.30694
Шум,0.00,0.66,0.75229,0.98899
Шум,0.00,0.64,0.29501,0.98899
Шум,0.00,0.38,0.81990,0.86851
Шум,0.51,0.47,0.44583,0.79813
Шум,0.12,0.43,0.52939,0.54060
Шум,0.19,0.44,0.09573,0.54060
Шум,0.14,0.38,0.27241,0.54060
Шум,0.12,0.43,0.52939,0.54060
Шум,0.65,0.66,0.46637,0.54060
Шум,0.19,0.45,0.34410,0.54060
Шум,0.82,0.55,0.44583,0.54060
Шум,0.16,0.41,0.54010,0.54060
Шум,0.09,0.44,0.94546,0.54060
Шум,0.32,0.38,0.60787,0.54060
Шум,0.29,0.40,0.92735,0.54060
Шум,0.64,0.55,0.44583,0.35836
Шум,0.26,0.45,0.56246,0.35836
Шум,0.24,0.48,0.21484,0.35836
Шум,0.00,0.39,0.43721,0.92137
Шум,0.40,0.47,0.92735,0.92137
Шум,0.27,0.42,0.10700,0.92137
Шум,0.17,0.39,0.59469,0.92137
Шум,0.14,0.39,0.95766,0.92137
Шум,0.24,0.41,0.92735,0.92137
Шум,0.44,0.53,0.44583,0.92137
Шум,0.00,0.39,0.27293,0.97164
Шум,0.00,0.72,0.46637,0.97164
Шум,0.73,0.49,0.44583,0.97164
Шум,0.73,0.49,0.44583,0.97164
Шум,0.00,0.47,0.34410,0.97164
Шум,0.00,0.62,0.46637,0.97164
Шум,0.00,0.77,0.59215,0.97164
Шум,0.00,0.43,0.21484,0.97164
Шум,0.00,0.39,0.55751,0.97164
Шум,0.00,0.50,0.42990,0.97164
Шум,0.73,0.77,0.64768,0.97164
Шум,0.00,0.34,0.70848,0.97164
Шум,0.24,0.41,0.92735,0.97164
Шум,0.09,0.36,0.10891,0.97164
Шум,0.00,0.45,0.21017,0.97164
Шум,0.65,0.66,0.39309,0.97164
Шум,0.73,0.49,0.44583,0.97164
Шум,0.14,0.55,0.18808,0.71797
Шум,0.29,0.43,0.44583,0.71797
Шум,0.00,0.62,0.21484,0.71797
Шум,0.17,0.39,0.27293,0.71797
Шум,0.00,0.27,0.47746,0.38295
Шум,0.24,0.38,0.07331,0.01472
Шум,0.47,0.43,0.44583,0.01472
Шум,0.53,0.59,0.44583,0.33011
Шум,0.47,0.60,0.44583,0.33011
Шум,0.33,0.41,0.74375,0.33011
Шум,0.44,0.45,0.92735,0.33011
Шум,0.15,0.39,0.70848,0.33011
Шум,0.58,0.62,0.56246,0.33011
Шум,0.29,0.45,0.28994,0.33011
Шум,0.15,0.39,0.70848,0.33011
Шум,0.44,0.45,0.92735,0.33011
Шум,0.33,0.51,0.92735,0.39604
Шум,0.00,0.43,0.21484,0.39604
Шум,0.17,0.54,0.12336,0.39604
Шум,0.80,0.66,0.46637,0.39604
Шум,0.73,0.72,0.46637,0.39604
Шум,0.80,0.66,0.46637,0.39604
Шум,0.29,0.56,0.79067,0.39604
Шум,0.73,0.77,0.46637,0.39604
Шум,0.00,0.43,0.21484,0.39604
Шум,0.17,0.54,0.12336,0.39604
Шум,0.37,0.65,0.10700,0.39604
Шум,0.33,0.51,0.92735,0.39604
Шум,0.26,0.37,0.44583,0.36746
Шум,0.00,0.00,0.99980,0.76002
Шум,0.00,0.75,0.46637,0.98899
Шум,0.00,0.64,0.21017,0.98899
Шум,0.00,0.62,0.46637,0.98899
Шум,0.00,0.47,0.56246,0.98899
Шум,0.00,0.43,0.14557,0.98899
Шум,0.00,0.75,0.46637,0.98899
Шум,0.00,0.57,0.92735,0.98899
Шум,0.00,0.48,0.44583,0.98899
Шум,0.00,0.47,0.92735,0.98899
Шум,0.00,0.45,0.03435,0.98899
Шум,0.00,0.43,0.10891,0.98899
Шум,0.17,0.39,0.95766,0.82754
Шум,0.17,0.39,0.95766,0.82754
Шум,0.00,0.44,0.92735,0.91291
Шум,0.00,0.41,0.52088,0.74518
Шум,0.15,0.33,0.60787,0.24142
Шум,0.38,0.51,0.44583,0.24142
Шум,0.09,0.38,0.34410,0.24142
Шум,0.38,0.51,0.44583,0.24142
Шум,0.47,0.51,0.92735,0.01045
Шум,0.13,0.38,0.27293,0.01045
Шум,0.19,0.45,0.31309,0.01045
Шум,0.24,0.42,0.92735,0.02198
Шум,0.07,0.41,0.91996,0.02198
Шум,0.00,0.48,0.52939,0.02198
Шум,0.12,0.45,0.34410,0.02198
Шум,0.06,0.41,0.10891,0.02198
Шум,0.06,0.39,0.10891,0.02198
Шум,0.06,0.39,0.10891,0.02198
Шум,0.00,0.27,0.70848,0.02198
Шум,0.10,0.38,0.27293,0.02198
Шум,0.12,0.45,0.34410,0.02198
Шум,0.24,0.42,0.87150,0.02198
Шум,0.06,0.39,0.10891,0.02198
Шум,0.24,0.42,0.92735,0.02198
Шум,0.11,0.37,0.31309,0.02198
Шум,0.23,0.40,0.56246,0.63214
Шум,0.00,0.39,0.91996,0.03523
Шум,0.00,0.39,0.91996,0.03523
Шум,0.00,0.35,0.21484,0.03523
Шум,0.00,0.35,0.70848,0.72720
Шум,0.19,0.40,0.27293,0.04957
Шум,0.22,0.39,0.34718,0.04957
Шум,0.51,0.56,0.44583,0.04957
Шум,0.00,0.39,0.22714,0.02255
Шум,0.06,0.32,0.22714,0.02255
Шум,0.06,0.32,0.31309,0.02255
Шум,0.10,0.25,0.47746,0.02255
Шум,0.36,0.41,0.92735,0.94240
Шум,0.29,0.41,0.74375,0.16049
Шум,0.40,0.37,0.92735,0.16049
Шум,0.73,0.65,0.46637,0.16049
Шум,0.22,0.41,0.34732,0.59357
Шум,0.00,0.42,0.02077,0.59357
Шум,0.17,0.42,0.21017,0.59357
Шум,0.15,0.45,0.45666,0.59357
Шум,0.17,0.65,0.96786,0.59357
Шум,0.27,0.77,0.51971,0.59357
Шум,0.22,0.70,0.96786,0.59357
Шум,0.17,0.41,0.96786,0.59357
Шум,0.55,0.50,0.44583,0.59357
Шум,0.55,0.49,0.44583,0.59357
Шум,0.55,0.50,0.44583,0.59357
Шум,0.55,0.50,0.44583,0.59357
Шум,0.00,0.00,0.75229,0.59357
Шум,0.22,0.70,0.96786,0.59357
Шум,0.40,0.51,0.74375,0.59357
Шум,0.56,0.59,0.44583,0.59357
Шум,0.37,0.44,0.92735,0.59357
Шум,0.55,0.77,0.46564,0.59357
Шум,0.17,0.49,0.00000,0.59357
Шум,0.00,0.00,0.21017,0.59357
Шум,0.00,0.42,0.60787,0.59357
Шум,0.20,0.55,0.07392,0.59357
Шум,0.17,0.42,0.02077,0.59357
Шум,0.44,0.77,0.89034,0.59357
Шум,0.00,0.55,0.87150,0.59357
Шум,0.18,0.70,0.80245,0.59357
Шум,0.17,0.43,0.34410,0.59357
Шум,0.18,0.41,0.88529,0.59357
Шум,0.18,0.41,0.88529,0.59357
Шум,0.00,0.62,0.25581,0.59357
Шум,0.66,0.71,0.46637,0.59357
Шум,0.22,0.70,0.96786,0.59357
Шум,0.56,0.59,0.44583,0.59357
Шум,0.17,0.43,0.34410,0.59357
Шум,0.44,0.77,0.89034,0.59357
Шум,0.17,0.42,0.02077,0.59357
Шум,0.15,0.41,0.17396,0.59357
Шум,0.37,0.44,0.92735,0.59357
Шум,0.00,0.35,0.31309,0.30676
Шум,0.00,0.55,0.44583,0.30676
Шум,0.00,0.45,0.74375,0.96451
Шум,0.62,0.77,0.91996,0.96451
Шум,0.50,0.57,0.44583,0.96451
Шум,0.65,0.59,0.44583,0.96451
Шум,0.27,0.31,0.76322,0.96451
Шум,0.25,0.43,0.86517,0.96451
Шум,0.33,0.40,0.87150,0.96451
Шум,0.33,0.40,0.87150,0.96451
Шум,0.87,0.76,0.46637,0.96451
Шум,0.15,0.40,0.63257,0.96451
Шум,0.24,0.52,0.21484,0.96451
Шум,0.72,0.48,0.44583,0.96451
Шум,0.37,0.57,0.44583,0.04214
Шум,0.08,0.39,0.55751,0.04214
Шум,0.26,0.44,0.92735,0.04214
Шум,0.28,0.39,0.28994,0.04214
Шум,0.14,0.46,0.17396,0.04214
Шум,0.00,0.35,0.86650,0.89765
Шум,0.26,0.43,0.60787,0.70596
Шум,0.00,0.45,0.94546,0.70596
Шум,0.00,0.50,0.44583,0.70596
Шум,0.00,0.42,0.92735,0.70596
Шум,0.69,0.62,0.46637,0.06167
Шум,0.00,0.39,0.21484,0.06167
Шум,0.32,0.39,0.44583,0.06167
Шум,0.32,0.39,0.44583,0.06167
Шум,0.21,0.38,0.94546,0.06167
Шум,0.21,0.38,0.94546,0.06167
Шум,0.25,0.66,0.29501,0.26564
Шум,0.15,0.38,0.21484,0.26564
Шум,0.26,0.48,0.21017,0.26564
Шум,0.15,0.44,0.21484,0.26564
Шум,0.15,0.39,0.28994,0.26564
Шум,0.80,0.53,0.44583,0.26564
Шум,0.09,0.34,0.87150,0.26564
Шум,0.68,0.56,0.74375,0.26564
Шум,0.15,0.39,0.34718,0.26564
Шум,0.15,0.39,0.10891,0.26564
Шум,0.00,0.41,0.92735,0.26564
Шум,0.00,0.66,0.29501,0.26564
Шум,0.15,0.39,0.10891,0.26564
Шум,0.12,0.39,0.60787,0.26564
Шум,0.68,0.56,0.46637,0.26564
Шум,0.17,0.34,0.87150,0.26564
Шум,0.15,0.39,0.34718,0.26564
Шум,0.44,0.49,0.44583,0.26564
Шум,0.00,0.53,0.44583,0.93096
Шум,0.00,0.44,0.56246,0.93096
Шум,0.00,0.43,0.34732,0.56595
Шум,0.58,0.55,0.44583,0.56595
Шум,0.26,0.51,0.21017,0.72493
Шум,0.00,0.55,0.44583,0.72493
Шум,0.00,0.45,0.55751,0.72493
Шум,0.17,0.62,0.11182,0.44227
