cnumber,ibu,abv,style,bcity
Шум,0.34,0.44,0.70848,0.38670
Шум,0.52,0.51,0.44583,0.38670
Шум,0.34,0.45,0.03435,0.38670
Шум,0.00,0.39,0.21017,0.23421
Шум,0.29,0.39,0.92735,0.28213
Шум,0.12,0.41,0.94546,0.86730
Шум,0.17,0.38,0.99261,0.86730
Шум,0.55,0.49,0.44583,0.86730
Шум,0.09,0.39,0.06278,0.86730
Шум,0.00,0.39,0.16544,0.86730
Шум,0.62,0.75,0.46637,0.86730
Шум,0.17,0.38,0.99261,0.86730
Шум,0.33,0.34,0.92735,0.91076
Шум,0.19,0.41,0.92735,0.91076
Шум,0.20,0.42,0.56246,0.54738
Шум,0.00,0.00,0.91996,0.54738
Шум,0.62,0.55,0.44583,0.54738
Шум,0.09,0.58,0.96786,0.54738
Шум,0.00,0.35,0.92735,0.41763
Шум,0.53,0.51,0.44583,0.62705
Шум,0.00,0.00,0.56246,0.92071
Шум,0.00,0.00,0.94546,0.83113
Шум,0.00,0.00,0.74375,0.83113
Шум,0.00,0.00,0.46637,0.83113
Шум,0.00,0.00,0.92735,0.83113
Шум,0.00,0.00,0.07392,0.83113
Шум,0.00,0.00,0.28837,0.83113
Шум,0.00,0.38,0.52088,0.59179
Шум,0.00,0.40,0.52088,0.59179
Шум,0.73,0.52,0.44583,0.81093
Шум,0.13,0.40,0.16544,0.81093
Шум,0.09,0.34,0.94546,0.81093
Шум,0.36,0.45,0.56246,0.81093
Шум,0.47,0.48,0.44583,0.42063
Шум,0.14,0.35,0.10891,0.69877
Шум,0.00,0.39,0.14150,0.61733
Шум,0.54,0.61,0.44583,0.61733
Шум,0.00,0.47,0.92735,0.61733
Шум,0.00,0.39,0.14150,0.61733
Шум,0.00,0.43,0.16544,0.61733
Шум,0.00,0.35,0.60787,0.61733
Шум,0.54,0.61,0.44583,0.61733
Шум,0.00,0.45,0.74375,0.08922
Шум,0.19,0.38,0.31309,0.28929
Шум,0.00,0.55,0.87150,0.87707
Шум,0.00,0.39,0.22714,0.04482
Шум,0.00,0.41,0.16544,0.23421
Шум,0.00,0.39,0.49598,0.23421
Шум,0.44,0.34,0.44583,0.82454
Шум,0.58,0.48,0.44583,0.82454
Шум,0.17,0.38,0.70848,0.98606
Шум,0.45,0.55,0.75229,0.98606
Шум,0.00,0.40,0.10891,0.98606
Шум,0.00,0.38,0.21017,0.98606
Шум,0.35,0.42,0.07331,0.98606
Шум,0.00,0.31,0.41332,0.20046
Шум,0.00,0.66,0.46637,0.20046
Шум,0.00,0.21,0.44583,0.20046
Шум,0.24,0.39,0.92735,0.11773
Шум,0.14,0.35,0.02077,0.11773
Шум,0.51,0.52,0.44583,0.11773
Шум,0.40,0.49,0.92735,0.79512
Шум,0.58,0.55,0.44583,0.79512
Шум,0.42,0.55,0.14557,0.00775
Шум,0.15,0.39,0.45666,0.00775
Шум,0.15,0.39,0.65336,0.00775
Шум,0.15,0.39,0.27293,0.00775
Шум,0.51,0.55,0.44583,0.00775
Шум,0.39,0.59,0.56246,0.65120
Шум,0.00,0.36,0.16544,0.65120
Шум,0.00,0.40,0.44583,0.65120
Шум,0.39,0.59,0.56246,0.65120
Шум,0.00,0.54,0.46637,0.65120
Шум,0.00,0.39,0.02077,0.65120
Шум,0.00,0.63,0.46637,0.46441
Шум,0.00,0.64,0.46637,0.46441
Шум,0.58,0.64,0.46637,0.46441
Шум,0.22,0.43,0.21017,0.46441
Шум,0.00,0.35,0.51696,0.09142
Шум,0.33,0.43,0.07331,0.09142
Шум,0.15,0.38,0.27293,0.09142
Шум,0.00,0.70,0.46637,0.98899
Шум,0.58,0.62,0.91996,0.98899
Шум,0.00,0.67,0.40722,0.98899
Шум,0.17,0.39,0.10891,0.98899
Шум,0.00,0.41,0.14557,0.98899
Шум,0.53,0.62,0.56246,0.98899
Шум,0.00,0.59,0.44583,0.98899
Шум,0.35,0.35,0.44583,0.41267
Шум,0.55,0.59,0.44583,0.41267
Шум,0.00,0.41,0.60787,0.41267
Шум,0.00,0.37,0.70848,0.41267
Шум,0.20,0.39,0.70848,0.59357
Шум,0.76,0.47,0.44583,0.59357
Шум,0.00,0.00,0.44583,0.52583
Шум,0.00,0.43,0.92735,0.40372
Шум,0.44,0.55,0.44583,0.30378
Шум,0.21,0.37,0.49598,0.30378
Шум,0.00,0.31,0.21017,0.15648
Шум,0.51,0.55,0.44583,0.15648
Шум,0.00,0.61,0.21484,0.31531
Шум,0.00,0.47,0.44583,0.31531
Шум,0.00,0.51,0.21017,0.31531
Шум,0.00,0.35,0.70848,0.31531
Шум,0.14,0.39,0.55751,0.95554
Шум,0.47,0.54,0.44583,0.95554
Шум,0.00,0.41,0.45666,0.22258
Шум,0.00,0.35,0.44583,0.22258
Шум,0.00,0.48,0.91996,0.22258
Шум,0.00,0.69,0.59215,0.22258
Шум,0.00,0.40,0.31309,0.22258
Шум,0.71,0.58,0.44583,0.22258
Шум,0.00,0.00,0.56246,0.15289
Шум,0.14,0.37,0.10891,0.36746
Шум,0.12,0.44,0.56246,0.36746
Шум,0.13,0.36,0.27293,0.36746
Шум,0.31,0.49,0.44583,0.36746
Шум,0.37,0.66,0.96786,0.12280
Шум,0.47,0.56,0.44583,0.12280
Шум,0.31,0.37,0.44583,0.12280
Шум,0.53,0.59,0.44583,0.54847
Шум,0.29,0.45,0.21017,0.54847
Шум,0.15,0.41,0.70848,0.54847
Шум,0.00,0.43,0.28994,0.40994
Шум,0.00,0.39,0.45666,0.40994
Шум,0.00,0.47,0.44583,0.40994
Шум,0.65,0.50,0.44583,0.40994
Шум,0.00,0.31,0.49598,0.59841
Шум,0.13,0.41,0.27293,0.90241
Шум,0.16,0.47,0.50002,0.90241
Шум,0.00,0.40,0.21017,0.90241
Шум,0.07,0.33,0.16544,0.90241
Шум,0.35,0.52,0.44583,0.90241
Шум,0.16,0.47,0.02077,0.90241
Шум,0.00,0.41,0.27293,0.90241
Шум,0.00,0.47,0.21017,0.08922
Шум,0.21,0.39,0.10891,0.08922
Шум,0.27,0.45,0.92735,0.08922
Шум,0.51,0.55,0.05216,0.08922
Шум,0.00,0.44,0.56246,0.73076
Шум,0.50,0.54,0.44583,0.73076
Шум,0.14,0.43,0.27241,0.73076
Шум,0.20,0.41,0.50002,0.70769
Шум,0.24,0.51,0.87150,0.70769
Шум,0.00,0.47,0.55751,0.70769
Шум,0.15,0.33,0.27241,0.70769
Шум,0.00,0.53,0.56246,0.70769
Шум,0.08,0.33,0.55751,0.70769
Шум,0.51,0.46,0.44583,0.70769
Шум,0.04,0.34,0.41332,0.70769
Шум,0.00,0.31,0.44583,0.28929
Шум,0.00,0.35,0.92735,0.28929
Шум,0.00,0.62,0.77375,0.28929
Шум,0.26,0.51,0.21484,0.28929
Шум,0.33,0.51,0.92735,0.28929
Шум,0.22,0.44,0.92735,0.28929
Шум,0.58,0.51,0.44583,0.28929
Шум,0.24,0.41,0.27293,0.38209
Шум,0.18,0.55,0.96786,0.38209
Шум,0.31,0.41,0.74375,0.38209
Шум,0.53,0.55,0.44583,0.92978
Шум,0.00,0.39,0.92735,0.86284
Шум,0.37,0.56,0.44583,0.36560
Шум,0.12,0.38,0.70848,0.36560
Шум,0.19,0.39,0.56246,0.36560
Шум,0.51,0.52,0.44583,0.96107
Шум,0.55,0.56,0.49598,0.31668
Шум,0.26,0.45,0.21484,0.31668
Шум,0.54,0.58,0.44583,0.31668
Шум,0.67,0.73,0.44583,0.31668
Шум,0.44,0.46,0.44583,0.31668
Шум,0.12,0.36,0.94546,0.31668
Шум,0.47,0.53,0.44583,0.31668
Шум,0.44,0.46,0.44583,0.31668
Шум,0.00,0.39,0.27293,0.31668
Шум,0.15,0.43,0.87150,0.31668
Шум,0.44,0.46,0.44583,0.31668
Шум,0.12,0.36,0.94546,0.31668
Шум,0.09,0.55,0.21017,0.08126
Шум,0.14,0.47,0.10891,0.28213
Шум,0.27,0.44,0.92735,0.13269
Шум,0.75,0.73,0.46637,0.13269
Шум,0.40,0.47,0.28994,0.13269
Шум,0.47,0.47,0.44583,0.13269
Шум,0.27,0.45,0.87150,0.13269
Шум,0.29,0.43,0.92735,0.28213
Шум,0.40,0.46,0.44583,0.98899
Шум,0.22,0.42,0.92735,0.98899
Шум,0.22,0.42,0.92735,0.98899
Шум,0.14,0.33,0.10891,0.98899
Шум,0.14,0.33,0.10891,0.98899
Шум,0.15,0.33,0.10891,0.98899
Шум,0.14,0.41,0.49598,0.72272
Шум,0.00,0.39,0.10891,0.48514
Шум,0.00,0.42,0.56246,0.48514
Шум,0.00,0.00,0.44583,0.48514
Шум,0.16,0.34,0.10891,0.18250
Шум,0.16,0.38,0.59469,0.18250
Шум,0.26,0.43,0.92735,0.18250
Шум,0.17,0.41,0.70848,0.81093
Шум,0.14,0.45,0.16544,0.81093
Шум,0.24,0.44,0.21017,0.81093
Шум,0.44,0.48,0.44583,0.81093
Шум,0.20,0.45,0.88529,0.81093
Шум,0.17,0.41,0.70848,0.81093
Шум,0.24,0.44,0.21017,0.81093
Шум,0.19,0.45,0.34410,0.81093
Шум,0.27,0.35,0.87150,0.81093
Шум,0.14,0.45,0.16544,0.81093
Шум,0.20,0.45,0.88529,0.81093
Шум,0.19,0.47,0.91867,0.81093
Шум,0.10,0.40,0.55751,0.81093
Шум,0.47,0.59,0.14557,0.81093
Шум,0.48,0.62,0.13756,0.81093
Шум,0.24,0.44,0.21017,0.81093
Шум,0.17,0.45,0.02292,0.81093
Шум,0.19,0.33,0.28837,0.81093
Шум,0.44,0.48,0.44583,0.81093
Шум,0.17,0.41,0.70848,0.81093
Шум,0.00,0.68,0.79067,0.23421
Шум,0.00,0.48,0.10891,0.23421
Шум,0.00,0.65,0.29501,0.23421
Шум,0.00,0.39,0.44583,0.23421
Шум,0.55,0.74,0.46564,0.23421
Шум,0.00,0.57,0.21484,0.23421
Шум,0.12,0.35,0.49598,0.09975
Шум,0.12,0.35,0.49598,0.09975
Шум,0.36,0.41,0.92735,0.87617
Шум,0.00,0.41,0.49598,0.87617
Шум,0.04,0.39,0.16544,0.94345
Шум,0.17,0.55,0.87150,0.94345
Шум,0.15,0.38,0.95766,0.94345
Шум,0.22,0.39,0.03435,0.94345
Шум,0.00,0.47,0.95766,0.94345
Шум,0.08,0.43,0.55751,0.94345
Шум,0.22,0.42,0.03435,0.94345
Шум,0.35,0.41,0.92735,0.94345
Шум,0.72,0.70,0.86517,0.94345
Шум,0.17,0.55,0.87150,0.94345
Шум,0.51,0.55,0.44583,0.94345
Шум,0.19,0.46,0.34410,0.94345
Шум,0.19,0.38,0.56246,0.94345
Шум,0.27,0.47,0.14557,0.94345
Шум,0.35,0.41,0.92735,0.94345
Шум,0.22,0.42,0.03435,0.94345
Шум,0.22,0.39,0.92735,0.45123
Шум,0.32,0.45,0.92735,0.94557
Шум,0.52,0.52,0.91996,0.94557
Шум,0.00,0.45,0.34410,0.07784
Шум,0.50,0.66,0.46637,0.07784
Шум,0.00,0.45,0.34410,0.07784
Шум,0.40,0.47,0.92735,0.07784
Шум,0.15,0.31,0.55751,0.07784
Шум,0.00,0.43,0.70848,0.07784
Шум,0.25,0.47,0.21017,0.07784
Шум,0.40,0.47,0.92735,0.07784
Шум,0.17,0.38,0.17396,0.07784
Шум,0.05,0.35,0.10891,0.13269
Шум,0.19,0.39,0.14150,0.13269
Шум,0.26,0.39,0.07331,0.13269
Шум,0.19,0.51,0.56246,0.13269
Шум,0.00,0.59,0.44583,0.13269
Шум,0.26,0.39,0.92735,0.13269
Шум,0.40,0.31,0.44583,0.13269
Шум,0.00,0.70,0.29501,0.13269
Шум,0.32,0.49,0.34732,0.54375
Шум,0.00,0.37,0.92735,0.28929
Шум,0.00,0.62,0.52552,0.98899
Шум,0.00,0.45,0.60787,0.98899
Шум,0.00,0.43,0.10891,0.98899
Шум,0.00,0.47,0.99980,0.98899
Шум,0.00,0.47,0.87150,0.98899
Шум,0.00,0.33,0.70848,0.98899
Шум,0.29,0.55,0.44583,0.57711
Шум,0.14,0.41,0.70848,0.57711
Шум,0.13,0.36,0.16544,0.86164
Шум,0.11,0.34,0.27241,0.86164
Шум,0.51,0.59,0.44583,0.13508
Шум,0.14,0.34,0.17396,0.13508
Шум,0.40,0.44,0.92735,0.13508
Шум,0.12,0.41,0.86650,0.64644
Шум,0.33,0.48,0.05216,0.64644
Шум,0.00,0.38,0.52088,0.64644
Шум,0.21,0.39,0.27293,0.64644
Шум,0.31,0.46,0.44583,0.64644
Шум,0.15,0.46,0.14150,0.64644
Шум,0.22,0.43,0.34410,0.64644
Шум,0.31,0.46,0.44583,0.64644
Шум,0.21,0.39,0.27293,0.64644
Шум,0.08,0.38,0.10891,0.64644
Шум,0.21,0.39,0.27293,0.64644
Шум,0.31,0.46,0.44583,0.64644
Шум,0.00,0.00,0.70848,0.58275
Шум,0.00,0.38,0.55751,0.58275
Шум,0.00,0.38,0.70848,0.09943
Шум,0.00,0.50,0.87150,0.09943
Шум,0.00,0.50,0.87150,0.09943
Шум,0.00,0.65,0.52711,0.09943
Шум,0.47,0.59,0.75229,0.77497
Шум,0.29,0.48,0.49598,0.77497
Шум,0.56,0.69,0.46637,0.77497
Шум,0.33,0.56,0.44583,0.13610
Шум,0.22,0.47,0.34410,0.13610
Шум,0.00,0.47,0.17396,0.13610
Шум,0.22,0.49,0.17396,0.06167
Шум,0.63,0.62,0.44583,0.06167
Шум,0.62,0.77,0.59215,0.06167
Шум,0.16,0.49,0.43721,0.69713
Шум,0.50,0.55,0.92735,0.69713
Шум,0.17,0.34,0.10891,0.17160
Шум,0.00,0.35,0.16544,0.17160
Шум,0.00,0.43,0.56246,0.17160
Шум,0.24,0.35,0.92735,0.28929
Шум,0.25,0.43,0.07331,0.28929
Шум,0.15,0.38,0.70848,0.28929
Шум,0.44,0.43,0.56246,0.28929
Шум,0.22,0.52,0.21484,0.28929
Шум,0.00,0.33,0.05216,0.63214
Шум,0.19,0.33,0.21484,0.21051
Шум,0.21,0.37,0.87150,0.21051
Шум,0.33,0.45,0.44583,0.21051
Шум,0.44,0.61,0.39309,0.40414
Шум,0.51,0.49,0.44583,0.40414
Шум,0.10,0.38,0.49598,0.40414
Шум,0.65,0.51,0.44583,0.40414
Шум,0.65,0.51,0.44583,0.40414
Шум,0.00,0.55,0.44583,0.67730
Шум,0.00,0.40,0.49598,0.67730
Шум,0.29,0.40,0.34732,0.67730
Шум,0.37,0.47,0.92735,0.67730
Шум,0.00,0.51,0.21017,0.67730
Шум,0.00,0.53,0.52088,0.72720
Шум,0.16,0.21,0.43261,0.72720
Шум,0.44,0.45,0.56246,0.72720
Шум,0.26,0.45,0.14557,0.72720
Шум,0.55,0.52,0.44583,0.72720
Шум,0.51,0.57,0.39309,0.72720
Шум,0.44,0.47,0.05216,0.72720
Шум,0.44,0.45,0.56246,0.72720
Шум,0.51,0.57,0.39309,0.72720
Шум,0.24,0.40,0.07331,0.72720
Шум,0.55,0.52,0.44583,0.72720
Шум,0.00,0.44,0.10891,0.26460
Шум,0.13,0.40,0.94546,0.26460
Шум,0.00,0.47,0.34410,0.26460
Шум,0.00,0.51,0.92735,0.58201
Шум,0.00,0.43,0.95766,0.58201
Шум,0.65,0.53,0.44583,0.41803
Шум,0.17,0.51,0.52939,0.41803
Шум,0.08,0.39,0.16544,0.41803
Шум,0.20,0.36,0.10891,0.41803
Шум,0.58,0.51,0.91996,0.41803
Шум,0.33,0.42,0.92735,0.41803
Шум,0.24,0.38,0.56246,0.67730
Шум,0.31,0.43,0.92735,0.67730
Шум,0.20,0.46,0.55751,0.67730
Шум,0.42,0.45,0.92735,0.59357
Шум,0.55,0.55,0.44583,0.67730
Шум,0.15,0.43,0.17396,0.67730
Шум,0.15,0.35,0.70848,0.45123
Шум,0.40,0.53,0.44583,0.45123
Шум,0.21,0.41,0.92735,0.45123
Шум,0.00,0.38,0.70848,0.40830
Шум,0.00,0.00,0.44583,0.95134
Шум,0.14,0.41,0.63257,0.98399
Шум,0.12,0.38,0.49598,0.98399
Шум,0.58,0.56,0.52650,0.98399
Шум,0.47,0.52,0.52650,0.98399
Шум,0.33,0.38,0.52650,0.98399
Шум,0.00,0.39,0.52088,0.55734
Шум,0.00,0.40,0.52088,0.55734
Шум,0.27,0.43,0.92735,0.22493
Шум,0.00,0.43,0.16544,1.00000
Шум,0.00,0.39,0.56246,1.00000
Шум,0.00,0.52,0.59469,1.00000
Шум,0.00,0.00,0.39309,0.02198
Шум,0.00,0.35,0.94546,0.02198
Шум,0.00,0.43,0.21017,0.02198
Шум,0.00,0.43,0.92735,0.02198
Шум,0.00,0.47,0.70848,0.02198
Шум,0.00,0.47,0.44583,0.02198
Шум,0.12,0.39,0.94546,0.96237
Шум,0.37,0.39,0.92735,0.96237
Шум,0.65,0.73,0.46637,0.96237
Шум,0.12,0.41,0.22714,0.96237
Шум,0.00,0.55,0.44583,0.62913
Шум,0.18,0.59,0.52687,0.62913
Шум,0.12,0.41,0.94546,0.69710
Шум,0.19,0.45,0.54010,0.69710
Шум,0.29,0.43,0.92735,0.69710
Шум,0.19,0.43,0.34410,0.69710
Шум,0.15,0.37,0.27293,0.69710
Шум,0.15,0.52,0.21484,0.69710
Шум,0.62,0.74,0.46637,0.69710
Шум,0.33,0.38,0.31309,0.69710
Шум,0.12,0.41,0.94546,0.69710
Шум,0.51,0.52,0.44583,0.69710
Шум,0.14,0.45,0.02292,0.20046
Шум,0.47,0.47,0.44583,0.20046
Шум,0.17,0.43,0.07331,0.20046
Шум,0.00,0.45,0.02077,0.68796
Шум,0.12,0.39,0.70848,0.68796
Шум,0.00,0.53,0.44583,0.68796
Шум,0.00,0.45,0.02077,0.68796
Шум,0.09,0.51,0.96786,0.97704
Шум,0.37,0.43,0.92735,0.97704
Шум,0.09,0.51,0.96786,0.97704
Шум,0.00,0.00,0.55751,0.50101
Шум,0.00,0.00,0.92735,0.50101
Шум,0.00,0.00,0.02077,0.50101
Шум,0.00,0.00,0.87150,0.50101
Шум,0.00,0.00,0.87150,0.50101
Шум,0.00,0.00,0.70848,0.50101
Шум,0.00,0.00,0.56246,0.50101
Шум,0.00,0.43,0.07331,0.86851
Шум,0.51,0.47,0.44583,0.86851
Шум,0.08,0.45,0.94546,0.86851
Шум,0.00,0.38,0.70848,0.86851
Шум,0.09,0.38,0.10891,0.97063
Шум,0.07,0.31,0.91867,0.58639
Шум,0.00,0.62,0.40722,0.54828
Шум,0.12,0.42,0.94546,0.75378
Шум,0.73,0.56,0.44583,0.75378
Шум,0.22,0.52,0.42990,0.00436
Шум,0.21,0.38,0.27293,0.00436
Шум,0.00,0.35,0.94546,0.37052
Шум,0.00,0.53,0.44583,0.37052
Шум,0.00,0.39,0.56246,0.37052
Шум,0.00,0.43,0.59469,0.37052
Шум,0.09,0.39,0.17396,0.58786
Шум,0.07,0.38,0.43721,0.58786
Шум,0.48,0.50,0.44583,0.58786
Шум,0.69,0.50,0.44583,0.40002
Шум,0.51,0.44,0.44583,0.40002
Шум,0.00,0.39,0.07331,0.34808
Шум,0.00,0.40,0.27293,0.41289
Шум,0.00,0.45,0.44583,0.41289
Шум,0.00,0.39,0.56246,0.41289
Шум,0.00,0.39,0.94546,0.41289
Шум,0.00,0.45,0.02077,0.41289
Шум,0.22,0.41,0.60787,0.72550
Шум,0.22,0.47,0.21484,0.72550
Шум,0.29,0.45,0.14557,0.79235
Шум,0.31,0.45,0.56246,0.79235
Шум,0.15,0.41,0.16544,0.79235
Шум,0.55,0.51,0.44583,0.79235
Шум,0.29,0.45,0.92735,0.60378
Шум,0.00,0.47,0.21017,0.64671
Шум,0.00,0.59,0.14557,0.64671
Шум,0.35,0.45,0.92735,0.64671
Шум,0.09,0.45,0.94546,0.64671
Шум,0.22,0.48,0.87150,0.64671
Шум,0.31,0.46,0.99980,0.17209
Шум,0.22,0.36,0.56246,0.17209
Шум,0.24,0.56,0.34732,0.17209
Шум,0.06,0.31,0.16544,0.17209
Шум,0.22,0.36,0.34732,0.17209
Шум,0.06,0.36,0.06278,0.15175
Шум,0.15,0.38,0.60787,0.15175
Шум,0.00,0.43,0.44583,0.15175
Шум,0.00,0.35,0.44583,0.15175
Шум,0.47,0.48,0.44583,0.13409
Шум,0.40,0.44,0.07331,0.13409
Шум,0.22,0.41,0.14557,0.32046
Шум,0.00,0.48,0.94546,0.32837
Шум,0.00,0.41,0.92735,0.32837
Шум,0.00,0.38,0.70848,0.32837
Шум,0.14,0.30,0.28837,0.92137
Шум,0.23,0.40,0.45666,0.92137
Шум,0.15,0.41,0.43721,0.64470
Шум,0.00,0.48,0.44583,0.64470
Шум,0.00,0.45,0.56246,0.64470
Шум,0.00,0.39,0.92735,0.72720
Шум,0.24,0.40,0.56246,0.72720
Шум,0.00,0.77,0.46637,0.20565
Шум,0.14,0.34,0.70848,0.20565
Шум,0.00,0.66,0.52939,0.20565
Шум,0.14,0.62,0.16544,0.20565
Шум,0.09,0.37,0.27293,0.20565
Шум,0.29,0.39,0.92735,0.20565
Шум,0.24,0.55,0.87150,0.20565
Шум,0.22,0.47,0.56246,0.20565
Шум,0.15,0.40,0.16544,0.38496
Шум,0.10,0.43,0.94546,0.38496
Шум,0.15,0.40,0.16544,0.38496
Шум,0.00,0.33,0.60787,0.17142
Шум,0.00,0.51,0.44583,0.17142
Шум,0.00,0.33,0.60787,0.17142
Шум,0.00,0.35,0.56246,0.17142
Шум,0.00,0.56,0.52939,0.92071
Шум,0.00,0.52,0.34410,0.92071
Шум,0.16,0.35,0.45666,0.92071
Шум,0.00,0.43,0.44583,0.92071
Шум,0.00,0.43,0.14150,0.92071
Шум,0.14,0.39,0.10891,0.92071
Шум,0.22,0.70,0.29501,0.92071
Шум,0.11,0.47,0.16544,0.92071
Шум,0.62,0.66,0.46637,0.92071
Шум,0.68,0.77,0.46637,0.74505
Шум,0.64,0.62,0.44583,0.74505
Шум,0.19,0.47,0.70848,0.74505
Шум,0.36,0.74,0.87150,0.74505
Шум,0.32,0.52,0.92735,0.74505
Шум,0.00,0.37,0.60787,0.75378
Шум,0.00,0.48,0.44583,0.75378
Шум,0.00,0.56,0.44583,0.35813
Шум,0.00,0.39,0.92735,0.35813
Шум,0.00,0.77,0.46564,0.35813
Шум,0.00,0.49,0.92735,0.35813
Шум,0.00,0.76,0.46637,0.35813
Шум,0.15,0.39,0.21484,0.82719
Шум,0.35,0.51,0.14557,0.82719
Шум,0.26,0.39,0.56246,0.82719
Шум,0.00,0.62,0.46637,0.82719
Шум,0.00,0.62,0.46637,0.82719
Шум,0.00,0.39,0.86517,0.82719
Шум,0.00,0.39,0.21484,0.82719
Шум,0.00,0.51,0.14557,0.82719
Шум,0.44,0.51,0.44583,0.03381
Шум,0.00,0.33,0.68994,0.03381
Шум,0.44,0.51,0.44583,0.03381
Шум,0.00,0.40,0.60787,0.03381
Шум,0.00,0.35,0.47746,0.03381
Шум,0.00,0.35,0.47746,0.03381
Шум,0.00,0.38,0.49598,0.03381
Шум,0.00,0.37,0.16544,0.03381
Шум,0.09,0.39,0.70848,0.03381
Шум,0.00,0.47,0.44583,0.03381
Шум,0.00,0.37,0.10891,0.03381
Шум,0.00,0.43,0.81990,0.03381
Шум,0.00,0.43,0.81990,0.03381
Шум,0.15,0.40,0.87150,0.69191
Шум,0.00,0.43,0.07331,0.69191
Шум,0.00,0.39,0.21484,0.69191
Шум,0.00,0.55,0.40722,0.69191
Шум,0.00,0.64,0.16544,0.69191
Шум,0.18,0.47,0.56246,0.69191
Шум,0.09,0.39,0.55751,0.69191
Шум,0.50,0.53,0.44583,0.69191
Шум,0.12,0.43,0.10891,0.69191
Шум,0.14,0.35,0.27241,0.69191
Шум,0.22,0.45,0.21017,0.69191
Шум,0.47,0.48,0.44583,0.69191
Шум,0.25,0.29,0.21017,0.79229
Шум,0.16,0.29,0.55751,0.79229
Шум,0.39,0.29,0.92735,0.79229
Шум,0.00,0.54,0.52088,0.00482
Шум,0.00,0.54,0.52088,0.00482
Шум,0.00,0.54,0.52088,0.00482
Шум,0.55,0.56,0.44583,0.09943
Шум,0.55,0.56,0.44583,0.09943
Шум,0.17,0.33,0.70848,0.09943
Шум,0.20,0.41,0.21017,0.09943
Шум,0.17,0.41,0.56246,0.09943
Шум,0.31,0.42,0.92735,0.09943
Шум,0.09,0.41,0.16544,0.84277
Шум,0.22,0.41,0.87150,0.84277
Шум,0.45,0.55,0.44583,0.84277
Шум,0.12,0.41,0.70848,0.84277
Шум,0.00,0.44,0.56246,0.71861
Шум,0.45,0.49,0.44583,0.86851
Шум,0.45,0.49,0.44583,0.86851
Шум,0.09,0.38,0.55751,0.86851
Шум,0.18,0.39,0.87150,0.86851
Шум,0.51,0.45,0.44583,0.86851
Шум,0.73,0.62,0.46637,0.06167
Шум,0.18,0.47,0.66832,0.06167
Шум,0.73,0.62,0.46637,0.06167
Шум,0.22,0.49,0.17396,0.06167
Шум,0.21,0.45,0.27293,0.06167
Шум,0.00,0.65,0.46637,0.98899
Шум,0.00,0.62,0.44583,0.98899
Шум,0.00,0.59,0.44583,0.98899
Шум,0.00,0.59,0.75229,0.98899
Шум,0.00,0.51,0.21484,0.98899
Шум,0.06,0.34,0.41332,0.98899
Шум,0.00,0.59,0.44583,0.98899
Шум,0.00,0.39,0.43721,0.54060
Шум,0.00,0.38,0.55751,0.88462
Шум,0.00,0.38,0.03435,0.88462
Шум,0.00,0.00,0.92735,0.88462
Шум,0.58,0.68,0.46637,0.26460
Шум,0.18,0.40,0.56246,0.26460
Шум,0.37,0.59,0.44583,0.26460
Шум,0.15,0.51,0.21484,0.26460
Шум,0.00,0.72,0.55751,0.26460
Шум,0.14,0.38,0.95766,0.26460
Шум,0.18,0.40,0.56246,0.26460
Шум,0.00,0.77,0.34168,0.48049
Шум,0.00,0.42,0.18808,0.48049
Шум,0.00,0.31,0.47746,0.48049
Шум,0.00,0.39,0.49598,0.48049
Шум,0.00,0.48,0.49598,0.48049
Шум,0.00,0.48,0.49598,0.48049
Шум,0.00,0.43,0.49598,0.48049
Шум,0.00,0.43,0.49598,0.48049
Шум,0.00,0.43,0.49598,0.48049
Шум,0.00,0.39,0.22714,0.48049
Шум,0.00,0.33,0.47746,0.48049
Шум,0.00,0.43,0.22714,0.48049
Шум,0.00,0.39,0.22714,0.48049
Шум,0.00,0.39,0.45666,0.06167
Шум,0.32,0.38,0.92735,0.06167
Шум,0.55,0.72,0.46637,0.06167
Шум,0.00,0.31,0.87150,0.43430
Шум,0.00,0.31,0.10891,0.43430
Шум,0.00,0.31,0.88839,0.43430
Шум,0.00,0.31,0.44583,0.43430
Шум,0.00,0.43,0.59469,0.63961
Шум,0.00,0.33,0.92735,0.47994
Шум,0.55,0.53,0.44583,0.06167
Шум,0.37,0.41,0.92735,0.06167
Шум,0.55,0.52,0.56246,0.06167
Шум,0.22,0.43,0.21484,0.06167
Шум,0.34,0.37,0.10891,0.06167
Шум,0.29,0.45,0.14557,0.06167
Шум,0.83,0.51,0.56246,0.06167
Шум,0.00,0.39,0.56246,0.64470
Шум,0.00,0.42,0.87150,0.06167
Шум,0.00,0.68,0.46637,0.06167
Шум,0.00,0.45,0.92735,0.06167
Шум,0.21,0.44,0.70848,0.11351
Шум,0.36,0.47,0.74375,0.11351
Шум,0.14,0.44,0.27241,0.60664
Шум,0.18,0.38,0.34410,0.60664
Шум,0.11,0.37,0.10891,0.60664
Шум,0.18,0.36,0.44110,0.60664
Шум,0.26,0.39,0.60787,0.60664
Шум,0.16,0.41,0.17396,0.32628
Шум,0.00,0.64,0.56246,0.75803
Шум,0.00,0.66,0.55751,0.10690
Шум,0.00,0.56,0.44583,0.10690
Шум,0.00,0.33,0.47746,0.10690
Шум,0.00,0.66,0.55751,0.10690
Шум,0.00,0.43,0.94546,0.10690
